,datetime,interval_minutes,index,ntp_volume_this_tip_intervalml,A Current,Peaks,Troughs,Peaks_daily_avg,Troughs_daily_avg,A Current_daily_avg,ntp_volume_this_tip_intervalml_daily_avg,pH,sCOD_kg/m3,COD_kg/m3,CH4%,CO2,H2S,TE,TS,VS,TSS,COND,VFA,sample_vol
97,2023-11-12 11:40:00,,1122.0,,50.1,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
98,2023-11-12 11:40:00,,1123.0,,50.081,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
99,2023-11-12 11:50:00,,1124.0,,49.828,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
100,2023-11-12 12:00:00,,17.0,87.37410256410256,49.588,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
101,2023-11-12 12:10:00,,1125.0,,49.325,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
102,2023-11-12 12:20:00,,1126.0,,49.135,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
103,2023-11-12 12:30:00,,1127.0,,48.969,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
104,2023-11-12 12:40:00,,1128.0,,48.673,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
105,2023-11-12 12:50:00,,1129.0,,48.445,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
106,2023-11-12 13:00:00,,18.0,87.35263736263737,48.251,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
107,2023-11-12 13:10:00,,1130.0,,48.022,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
108,2023-11-12 13:20:00,,1131.0,,47.658,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
109,2023-11-12 13:30:00,,1132.0,,47.393,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
110,2023-11-12 13:40:00,,1133.0,,47.209,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
